LoanID,CustomerID,CIBIL_Score,Annual_Income_INR,Employment_Type,Vehicle_Model,Loan_Amount_INR,Interest_Rate_Pct,Tenure_Months,Monthly_EMI_INR,FOIR_Pct,NPA_Probability,Risk_Category
901325,101325,732,2129031,Salaried,Kia Seltos (Mid-Size SUV),1356927,10.34,60,29058,0.164,0.1375,Low Risk (Safe)
901326,101326,641,3800000,Salaried,Toyota Innova Hycross (Hybrid MPV),2716496,13.28,72,54933,0.173,0.1849,Low Risk (Safe)
901327,101327,687,3800000,Salaried,Mahindra XUV700 (Premium SUV),2123983,11.86,72,41369,0.131,0.1422,Low Risk (Safe)
901328,101328,723,2117819,Self-Employed Non-Professional,Toyota Innova Hycross (Hybrid MPV),2310493,10.35,48,58989,0.334,0.3268,Low Risk (Safe)
901329,101329,675,3697979,Salaried,Tata Nexon EV (Electric SUV),1494362,11.74,60,33045,0.107,0.1359,Low Risk (Safe)
901330,101330,756,1791244,Salaried,Maruti Suzuki Swift (Hatchback),653785,9.79,60,13823,0.093,0.0907,Low Risk (Safe)
901331,101331,798,858438,Salaried,Mahindra XUV700 (Premium SUV),2171616,8.57,84,34467,0.482,0.2655,Low Risk (Safe)
901332,101332,784,1317891,Salaried,Tata Nexon EV (Electric SUV),1360789,8.97,60,28227,0.257,0.1596,Low Risk (Safe)
901333,101333,720,3800000,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2038471,10.06,60,43371,0.137,0.2297,Low Risk (Safe)
901334,101334,797,1884746,Salaried,Hyundai Venue (Compact SUV),838977,8.64,36,26538,0.169,0.1094,Low Risk (Safe)
901335,101335,736,1916744,Self-Employed Professional,Honda City (Premium Sedan),1243874,9.81,60,26312,0.165,0.2361,Low Risk (Safe)
901336,101336,714,1858144,Salaried,Mahindra XUV700 (Premium SUV),2168356,12.22,36,72248,0.467,0.2975,Low Risk (Safe)
901337,101337,702,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),643347,11.62,72,12450,0.039,0.1891,Low Risk (Safe)
901338,101338,716,3800000,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1332500,12.12,72,26133,0.083,0.2046,Low Risk (Safe)
901339,101339,712,3800000,Salaried,Kia Seltos (Mid-Size SUV),1354594,11.61,60,29865,0.094,0.1119,Low Risk (Safe)
901340,101340,737,2007749,Salaried,Kia Seltos (Mid-Size SUV),1558734,10.44,60,33456,0.2,0.1532,Low Risk (Safe)
901341,101341,737,2578177,Salaried,Tata Nexon EV (Electric SUV),1450302,9.72,72,26663,0.124,0.1152,Low Risk (Safe)
901342,101342,730,951549,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1443378,10.27,48,36795,0.464,0.3885,Low Risk (Safe)
901343,101343,749,3800000,Salaried,Hyundai Venue (Compact SUV),1034207,9.52,48,25992,0.082,0.0885,Low Risk (Safe)
901344,101344,783,1152819,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1244826,8.97,84,20009,0.208,0.2355,Low Risk (Safe)
901345,101345,772,2468760,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1418803,9.97,72,26263,0.128,0.2007,Low Risk (Safe)
901346,101346,663,1198382,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1634874,11.31,72,31378,0.314,0.345,Low Risk (Safe)
901347,101347,615,1585044,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2361142,13.35,48,63754,0.483,0.4521,Medium Risk (Monitor)
901348,101348,772,1382640,Salaried,Kia Seltos (Mid-Size SUV),1400788,10.35,48,35763,0.31,0.1917,Low Risk (Safe)
901349,101349,668,1568560,Salaried,Maruti Suzuki Swift (Hatchback),642633,11.59,36,21218,0.162,0.1666,Low Risk (Safe)
901350,101350,719,1629009,Salaried,Kia Seltos (Mid-Size SUV),1600830,11.27,48,41584,0.306,0.2146,Low Risk (Safe)
901351,101351,677,1620835,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),847692,11.43,72,16322,0.121,0.2419,Low Risk (Safe)
901352,101352,648,3465382,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),703953,13.42,48,19032,0.066,0.2281,Low Risk (Safe)
901353,101353,754,1193410,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),681760,10.33,72,12743,0.128,0.2092,Low Risk (Safe)
901354,101354,764,2473878,Salaried,Tata Nexon EV (Electric SUV),1297312,9.81,48,32784,0.159,0.12,Low Risk (Safe)
901355,101355,704,3800000,Salaried,Hyundai Venue (Compact SUV),981641,12.1,60,21885,0.069,0.1032,Low Risk (Safe)
901356,101356,613,1652404,Self-Employed Professional,Hyundai Venue (Compact SUV),909690,14.52,84,17309,0.126,0.2745,Low Risk (Safe)
901357,101357,705,1476440,Salaried,Maruti Suzuki Swift (Hatchback),622844,11.81,48,16343,0.133,0.1347,Low Risk (Safe)
901358,101358,747,1930349,Salaried,Hyundai Venue (Compact SUV),997323,10.17,60,21273,0.132,0.1145,Low Risk (Safe)
901359,101359,663,3800000,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2167881,11.4,60,47568,0.15,0.263,Low Risk (Safe)
901360,101360,738,2438172,Salaried,Tata Nexon EV (Electric SUV),1279296,9.82,48,32335,0.159,0.1322,Low Risk (Safe)
901361,101361,729,1636110,Salaried,Hyundai Venue (Compact SUV),917538,10.33,60,19644,0.144,0.1289,Low Risk (Safe)
901362,101362,756,2859427,Salaried,Toyota Innova Hycross (Hybrid MPV),2453946,10.26,60,52453,0.22,0.1542,Low Risk (Safe)
901363,101363,735,1195098,Salaried,Kia Seltos (Mid-Size SUV),1444209,9.83,60,30564,0.307,0.2076,Low Risk (Safe)
901364,101364,686,3187500,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1439616,11.52,72,27786,0.105,0.2297,Low Risk (Safe)
901365,101365,783,2743469,Salaried,Hyundai Venue (Compact SUV),836499,8.53,60,17174,0.075,0.069,Low Risk (Safe)
901366,101366,722,1850016,Salaried,Toyota Innova Hycross (Hybrid MPV),2572612,9.71,36,82661,0.536,0.3282,Low Risk (Safe)
901367,101367,728,1381634,Salaried,Maruti Suzuki Swift (Hatchback),627932,9.99,60,13338,0.116,0.1154,Low Risk (Safe)
901368,101368,688,1345566,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),591719,11.15,36,19414,0.173,0.2627,Low Risk (Safe)
901369,101369,710,2940674,Salaried,Hyundai Venue (Compact SUV),1004527,11.11,60,21895,0.089,0.1104,Low Risk (Safe)
901370,101370,690,3800000,Salaried,Kia Seltos (Mid-Size SUV),1593396,11.14,60,34755,0.11,0.1303,Low Risk (Safe)
901371,101371,722,1543372,Salaried,Maruti Suzuki Swift (Hatchback),635458,10.44,48,16251,0.126,0.1232,Low Risk (Safe)
901372,101372,807,2819620,Salaried,Maruti Suzuki Swift (Hatchback),607267,8.61,72,10829,0.046,0.0432,Low Risk (Safe)
901373,101373,668,695325,Salaried,Maruti Suzuki Swift (Hatchback),658213,11.51,84,11447,0.198,0.1846,Low Risk (Safe)
901374,101374,657,1588753,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1413353,12.13,72,27726,0.209,0.2953,Low Risk (Safe)
901375,101375,796,2154173,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1833563,9.16,60,38204,0.213,0.2319,Low Risk (Safe)
901376,101376,720,1328650,Salaried,Hyundai Venue (Compact SUV),985713,10.48,60,21177,0.191,0.1567,Low Risk (Safe)
901377,101377,699,1309193,Salaried,Mahindra XUV700 (Premium SUV),1743549,12.12,84,30890,0.283,0.2126,Low Risk (Safe)
901378,101378,776,1517722,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1268773,9.53,60,26665,0.211,0.2403,Low Risk (Safe)
901379,101379,702,2573316,Salaried,Mahindra XUV700 (Premium SUV),1728122,12.09,72,33866,0.158,0.1486,Low Risk (Safe)
901380,101380,812,1976758,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),585441,8.52,36,18486,0.112,0.1739,Low Risk (Safe)
901381,101381,760,639839,Salaried,Kia Seltos (Mid-Size SUV),1336646,10.3,36,43318,0.812,0.4484,Low Risk (Safe)
901382,101382,708,682566,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),1044076,11.32,72,20044,0.352,0.3428,Low Risk (Safe)
901383,101383,827,1569431,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2342509,8.89,72,42097,0.322,0.2718,Low Risk (Safe)
901384,101384,702,2818534,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),584890,12.38,72,11550,0.049,0.1941,Low Risk (Safe)
901385,101385,763,483531,Self-Employed Professional,Hyundai Venue (Compact SUV),878019,9.59,84,14390,0.357,0.3194,Low Risk (Safe)
901386,101386,743,1664688,Salaried,Hyundai Venue (Compact SUV),1030947,10.17,48,26231,0.189,0.1449,Low Risk (Safe)
901387,101387,788,1640585,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1409152,8.77,48,34913,0.255,0.2567,Low Risk (Safe)
901388,101388,800,3800000,Salaried,Maruti Suzuki Swift (Hatchback),617222,9.08,84,9955,0.031,0.039,Low Risk (Safe)
901389,101389,731,1773096,Salaried,Kia Seltos (Mid-Size SUV),1618187,10.11,48,41126,0.278,0.195,Low Risk (Safe)
901390,101390,696,2705085,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),621748,12.1,60,13861,0.061,0.203,Low Risk (Safe)
901391,101391,750,2368320,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2369304,9.71,60,50003,0.253,0.2736,Low Risk (Safe)
901392,101392,699,678872,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1385048,12.22,36,46149,0.816,0.5791,Medium Risk (Monitor)
901393,101393,820,3343450,Salaried,Mahindra XUV700 (Premium SUV),1898786,8.8,48,47071,0.169,0.0986,Low Risk (Safe)
901394,101394,736,2466888,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2358676,9.77,60,49848,0.242,0.2746,Low Risk (Safe)
901395,101395,713,2898047,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2036559,11.23,72,39004,0.162,0.2455,Low Risk (Safe)
901396,101396,738,3800000,Salaried,Hyundai Venue (Compact SUV),888708,9.83,72,16387,0.052,0.0787,Low Risk (Safe)
901397,101397,669,696440,Salaried,Kia Seltos (Mid-Size SUV),1514519,12.4,60,33996,0.586,0.3782,Low Risk (Safe)
901398,101398,686,3800000,Salaried,Hyundai Venue (Compact SUV),839496,11.21,60,18340,0.058,0.1062,Low Risk (Safe)
901399,101399,784,1870850,Salaried,Mahindra XUV700 (Premium SUV),1812993,9.05,48,45159,0.29,0.1761,Low Risk (Safe)
901400,101400,700,2566441,Self-Employed Non-Professional,Toyota Innova Hycross (Hybrid MPV),2411295,11.39,48,62778,0.294,0.3176,Low Risk (Safe)
901401,101401,682,2137116,Self-Employed Professional,Hyundai Venue (Compact SUV),1031128,12.13,60,23004,0.129,0.2436,Low Risk (Safe)
901402,101402,754,1735263,Self-Employed Professional,Hyundai Venue (Compact SUV),907995,10.26,36,29409,0.203,0.2467,Low Risk (Safe)
901403,101403,783,1601725,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1456644,8.74,48,36069,0.27,0.2665,Low Risk (Safe)
901404,101404,762,2626676,Salaried,Kia Seltos (Mid-Size SUV),1401780,10.42,60,30074,0.137,0.1099,Low Risk (Safe)
901405,101405,774,951271,Self-Employed Professional,Honda City (Premium Sedan),1163110,10.28,60,24873,0.314,0.2928,Low Risk (Safe)
901406,101406,695,3311191,Salaried,Tata Nexon EV (Electric SUV),1256817,12.2,36,41864,0.152,0.1489,Low Risk (Safe)
901407,101407,666,1742955,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1865490,11.69,60,41205,0.284,0.3286,Low Risk (Safe)
901408,101408,797,1176979,Salaried,Honda City (Premium Sedan),1172298,8.89,60,24272,0.247,0.1484,Low Risk (Safe)
901409,101409,715,1710836,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),588601,11.24,36,19337,0.136,0.2315,Low Risk (Safe)
901410,101410,718,3800000,Salaried,Maruti Suzuki Swift (Hatchback),676613,11.25,84,11674,0.037,0.0806,Low Risk (Safe)
901411,101411,789,1632406,Salaried,Toyota Innova Hycross (Hybrid MPV),2184186,8.68,36,69131,0.508,0.2827,Low Risk (Safe)
901412,101412,755,2668826,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1507733,9.54,72,27583,0.124,0.2067,Low Risk (Safe)
901413,101413,750,1465891,Salaried,Kia Seltos (Mid-Size SUV),1445311,10.34,36,46867,0.384,0.2391,Low Risk (Safe)
901414,101414,827,3324590,Self-Employed Professional,Tata Nexon EV (Electric SUV),1404661,8.85,72,25215,0.091,0.1563,Low Risk (Safe)
901415,101415,701,3194781,Salaried,Maruti Suzuki Swift (Hatchback),646924,11.11,36,21213,0.08,0.1101,Low Risk (Safe)
901416,101416,771,3800000,Self-Employed Professional,Tata Nexon EV (Electric SUV),1340911,10.17,72,24956,0.079,0.1767,Low Risk (Safe)
901417,101417,732,1989591,Salaried,Maruti Suzuki Swift (Hatchback),606766,9.93,60,12871,0.078,0.0945,Low Risk (Safe)
901418,101418,742,3165305,Salaried,Hyundai Venue (Compact SUV),986348,9.94,72,18243,0.069,0.0853,Low Risk (Safe)
901419,101419,798,2312725,Salaried,Kia Seltos (Mid-Size SUV),1617446,9.04,60,33606,0.174,0.1115,Low Risk (Safe)
901420,101420,752,3800000,Salaried,Maruti Suzuki Swift (Hatchback),591387,9.9,36,19054,0.06,0.0761,Low Risk (Safe)
901421,101421,754,1475698,Salaried,Kia Seltos (Mid-Size SUV),1346666,10.26,72,25125,0.204,0.1472,Low Risk (Safe)
901422,101422,778,3301055,Salaried,Tata Nexon EV (Electric SUV),1533772,10.42,36,49793,0.181,0.1244,Low Risk (Safe)
901423,101423,713,1968763,Salaried,Mahindra XUV700 (Premium SUV),1885951,12.05,84,33342,0.203,0.166,Low Risk (Safe)
901424,101424,692,2115277,Salaried,Maruti Suzuki Swift (Hatchback),645197,12.39,36,21550,0.122,0.1354,Low Risk (Safe)
901425,101425,682,2304706,Salaried,Hyundai Venue (Compact SUV),904099,12.22,60,20211,0.105,0.1316,Low Risk (Safe)
901426,101426,641,2517387,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),581370,13.02,72,11676,0.056,0.2264,Low Risk (Safe)
901427,101427,822,2055591,Salaried,Honda City (Premium Sedan),1301799,8.63,60,26790,0.156,0.0912,Low Risk (Safe)
901428,101428,680,2465961,Salaried,Kia Seltos (Mid-Size SUV),1496299,11.46,48,39007,0.19,0.175,Low Risk (Safe)
901429,101429,720,3800000,Self-Employed Professional,Tata Nexon EV (Electric SUV),1304487,10.3,72,24364,0.077,0.1997,Low Risk (Safe)
901430,101430,717,3767783,Salaried,Maruti Suzuki Swift (Hatchback),630280,11.49,72,12155,0.039,0.0821,Low Risk (Safe)
901431,101431,743,3534332,Self-Employed Professional,Honda City (Premium Sedan),1364084,9.61,84,22371,0.076,0.1884,Low Risk (Safe)
901432,101432,766,1705643,Salaried,Hyundai Venue (Compact SUV),954893,10.13,60,20349,0.143,0.111,Low Risk (Safe)
901433,101433,768,1343673,Salaried,Maruti Suzuki Swift (Hatchback),577037,9.69,60,12172,0.109,0.0931,Low Risk (Safe)
901434,101434,703,3705820,Salaried,Mahindra XUV700 (Premium SUV),1977089,11.7,60,43680,0.141,0.1397,Low Risk (Safe)
901435,101435,722,3547755,Self-Employed Professional,Honda City (Premium Sedan),1335821,10.03,48,33899,0.115,0.2177,Low Risk (Safe)
901436,101436,742,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),681405,10.38,72,12754,0.04,0.1708,Low Risk (Safe)
901437,101437,718,1571923,Salaried,Maruti Suzuki Swift (Hatchback),656867,12.38,60,14738,0.113,0.1186,Low Risk (Safe)
901438,101438,802,1931385,Salaried,Honda City (Premium Sedan),1170797,8.95,60,24275,0.151,0.0981,Low Risk (Safe)
901439,101439,752,889383,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),669025,9.73,60,14126,0.191,0.2416,Low Risk (Safe)
901440,101440,763,1765846,Salaried,Maruti Suzuki Swift (Hatchback),664101,10.37,72,12427,0.084,0.0829,Low Risk (Safe)
901441,101441,759,3790899,Salaried,Mahindra XUV700 (Premium SUV),1736236,9.67,84,28528,0.09,0.0878,Low Risk (Safe)
901442,101442,782,1695397,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1456611,8.98,60,30222,0.214,0.239,Low Risk (Safe)
901443,101443,738,3116633,Self-Employed Professional,Tata Nexon EV (Electric SUV),1347373,9.69,60,28422,0.109,0.2072,Low Risk (Safe)
901444,101444,671,1973310,Salaried,Honda City (Premium Sedan),1325823,11.37,72,25487,0.155,0.1617,Low Risk (Safe)
901445,101445,747,2618812,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2300358,9.97,60,48841,0.224,0.2605,Low Risk (Safe)
901446,101446,700,1165627,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),651130,12.13,36,21667,0.223,0.2821,Low Risk (Safe)
901447,101447,706,2296427,Salaried,Honda City (Premium Sedan),1398961,11.26,36,45972,0.24,0.1878,Low Risk (Safe)
901448,101448,756,450000,Salaried,Tata Nexon EV (Electric SUV),1500774,10.35,36,48672,1.298,0.6932,High Risk (Intervene)
901449,101449,785,1977229,Salaried,Hyundai Venue (Compact SUV),1027720,8.74,60,21204,0.129,0.0951,Low Risk (Safe)
901450,101450,730,893802,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2175112,10.22,72,40537,0.544,0.4285,Low Risk (Safe)
901451,101451,743,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),827347,10.4,60,17741,0.056,0.1784,Low Risk (Safe)
901452,101452,806,3360411,Salaried,Maruti Suzuki Swift (Hatchback),655911,9.04,60,13628,0.049,0.0452,Low Risk (Safe)
901453,101453,740,2832496,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),624425,9.83,84,10311,0.044,0.1738,Low Risk (Safe)
901454,101454,847,3800000,Salaried,Tata Nexon EV (Electric SUV),1521251,8.69,72,27187,0.086,0.0444,Low Risk (Safe)
901455,101455,755,1300287,Salaried,Kia Seltos (Mid-Size SUV),1400635,9.52,60,29429,0.272,0.1807,Low Risk (Safe)
901456,101456,650,3800000,Salaried,Mahindra XUV700 (Premium SUV),2176273,12.31,48,57641,0.182,0.1851,Low Risk (Safe)
901457,101457,763,3659017,Salaried,Honda City (Premium Sedan),1309112,10.4,48,33454,0.11,0.0959,Low Risk (Safe)
901458,101458,747,1923957,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),999578,9.77,36,32145,0.2,0.2485,Low Risk (Safe)
901459,101459,788,3800000,Salaried,Hyundai Venue (Compact SUV),843831,9.15,48,21058,0.067,0.0627,Low Risk (Safe)
901460,101460,760,1192471,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),590018,9.8,48,14907,0.15,0.2174,Low Risk (Safe)
901461,101461,723,1392369,Salaried,Maruti Suzuki Swift (Hatchback),676260,10.11,60,14405,0.124,0.1218,Low Risk (Safe)
901462,101462,674,1567943,Salaried,Hyundai Venue (Compact SUV),829837,11.92,36,27530,0.211,0.1883,Low Risk (Safe)
901463,101463,720,1638124,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1598407,10.23,48,40716,0.298,0.3102,Low Risk (Safe)
901464,101464,691,1225541,Salaried,Honda City (Premium Sedan),1129184,11.82,48,29636,0.29,0.2198,Low Risk (Safe)
901465,101465,703,3800000,Salaried,Honda City (Premium Sedan),1322135,11.94,60,29370,0.093,0.1157,Low Risk (Safe)
901466,101466,756,1900504,Salaried,Maruti Suzuki Swift (Hatchback),617264,9.7,60,13024,0.082,0.0852,Low Risk (Safe)
901467,101467,805,2660109,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1526523,9.19,60,31829,0.144,0.1932,Low Risk (Safe)
901468,101468,747,1601268,Salaried,Hyundai Venue (Compact SUV),978126,9.76,48,24695,0.185,0.141,Low Risk (Safe)
901469,101469,676,805056,Salaried,Maruti Suzuki Swift (Hatchback),613871,12.08,60,13680,0.204,0.1839,Low Risk (Safe)
901470,101470,750,2542177,Salaried,Kia Seltos (Mid-Size SUV),1350286,9.59,36,43310,0.204,0.1491,Low Risk (Safe)
901471,101471,783,765481,Salaried,Mahindra XUV700 (Premium SUV),1757037,8.62,48,43407,0.68,0.3715,Low Risk (Safe)
901472,101472,702,2110111,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),650840,11.56,72,12575,0.072,0.2056,Low Risk (Safe)
901473,101473,723,1032430,Salaried,Tata Nexon EV (Electric SUV),1409316,9.64,84,23135,0.269,0.1943,Low Risk (Safe)
901474,101474,730,3800000,Salaried,Hyundai Venue (Compact SUV),988284,9.8,60,20900,0.066,0.0895,Low Risk (Safe)
901475,101475,694,3617339,Salaried,Toyota Innova Hycross (Hybrid MPV),2470646,11.27,84,42655,0.142,0.1444,Low Risk (Safe)
901476,101476,759,2322522,Salaried,Tata Nexon EV (Electric SUV),1376907,10.1,60,29323,0.152,0.1188,Low Risk (Safe)
901477,101477,724,3800000,Self-Employed Non-Professional,Honda City (Premium Sedan),1244426,10.32,36,40341,0.127,0.2228,Low Risk (Safe)
901478,101478,748,1375772,Salaried,Maruti Suzuki Swift (Hatchback),566467,10.26,84,9480,0.083,0.0895,Low Risk (Safe)
901479,101479,690,2954717,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),898822,12.02,36,29862,0.121,0.2358,Low Risk (Safe)
901480,101480,710,2445831,Salaried,Tata Nexon EV (Electric SUV),1559586,12.35,60,34968,0.172,0.1519,Low Risk (Safe)
901481,101481,762,2533750,Salaried,Tata Nexon EV (Electric SUV),1525773,10.47,48,39042,0.185,0.1339,Low Risk (Safe)
901482,101482,713,3800000,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),897463,11.38,60,19683,0.062,0.1955,Low Risk (Safe)
901483,101483,807,3278415,Salaried,Toyota Innova Hycross (Hybrid MPV),2515921,8.88,60,52079,0.191,0.1157,Low Risk (Safe)
901484,101484,712,2568411,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1609053,12.2,60,35955,0.168,0.2489,Low Risk (Safe)
901485,101485,740,881880,Self-Employed Non-Professional,Honda City (Premium Sedan),1257382,10.45,48,32162,0.438,0.3708,Low Risk (Safe)
901486,101486,771,1292352,Salaried,Kia Seltos (Mid-Size SUV),1318785,9.84,60,27916,0.259,0.1667,Low Risk (Safe)
901487,101487,666,2048278,Salaried,Kia Seltos (Mid-Size SUV),1338578,11.68,60,29559,0.173,0.1731,Low Risk (Safe)
901488,101488,650,2306760,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1959780,11.54,84,34115,0.177,0.2826,Low Risk (Safe)
901489,101489,661,1176892,Salaried,Kia Seltos (Mid-Size SUV),1651803,11.44,72,31814,0.324,0.2509,Low Risk (Safe)
901490,101490,786,3800000,Salaried,Hyundai Venue (Compact SUV),977506,8.86,60,20225,0.064,0.0621,Low Risk (Safe)
